department,municipality,community,population,occupied_hh,average_hh,hh_unelectrified,percent_unelectrified,percent_n_poor,percent_poor,percent_v_poor
Atlántico Sur,Muelle de los Bueyes,Linda Vista,235,57,4.12,7,0.12,21.4,26.8,51.8
Atlántico Sur,Muelle de los Bueyes,San Pablo,374,72,5.19,8,0.11,23.7,31.6,44.7
Atlántico Sur,Muelle de los Bueyes,Rubén Darío,1260,267,4.72,16,0.06,34.5,39.6,25.8
Atlántico Sur,Muelle de los Bueyes,San Francisco,239,50,4.78,3,0.06,37.3,23.5,39.2
Atlántico Sur,Muelle de los Bueyes,25 de Febrero,167,29,5.76,1,0.03,45.2,35.5,19.4
Atlántico Sur,Muelle de los Bueyes,San Sebastián,213,42,5.07,6,0.14,24.4,33.3,42.2
Atlántico Sur,Muelle de los Bueyes,Nuevo Amanecer,192,40,4.80,1,0.03,43.6,38.5,17.9
Atlántico Sur,Muelle de los Bueyes,El Progreso,265,52,5.10,11,0.21,13,13,74.1
Atlántico Sur,Muelle de los Bueyes,Micro Región I,3170,611,5.19,565,0.92,6.6,30.8,62.6
Atlántico Sur,Muelle de los Bueyes,Micro Región II,5515,1097,5.03,572,0.52,23.4,35.2,41.4
Atlántico Sur,Muelle de los Bueyes,Micro Región III,3736,650,5.75,635,0.98,5.5,25.9,68.6
Atlántico Sur,Muelle de los Bueyes,Micro Región IV,2792,511,5.46,419,0.82,8.7,31.8,59.4
Atlántico Sur,Muelle de los Bueyes,Micro Región V,3791,736,5.15,306,0.42,19.6,33,47.4
Atlántico Sur,Muelle de los Bueyes,TOTAL,22082,4243,5.20,2561,0.60,16.71152486,31.98208815,51.28897007
Atlántico Sur,Muelle de los Bueyes,TOTAL RURAL,19004,3605,5.27,2497,0.69,14.46565881,31.84632455,53.67384189
Atlántico Sur,Nueva Guinea,Zona 1,1764,358,4.93,63,0.18,55.6,20.8,23.6
Atlántico Sur,Nueva Guinea,Zona 2,1760,349,5.04,16,0.05,45.2,28.6,26.2
Atlántico Sur,Nueva Guinea,Zona 3,2003,374,5.36,25,0.07,44.5,33.6,21.9
Atlántico Sur,Nueva Guinea,Zona 4,1532,291,5.26,5,0.02,37.2,26.7,36.1
Atlántico Sur,Nueva Guinea,Zona 5,2695,547,4.93,21,0.04,61.4,26.1,12.4
Atlántico Sur,Nueva Guinea,Zona 6,1230,226,5.44,13,0.06,42.4,33.8,23.8
Atlántico Sur,Nueva Guinea,Zona 7,2416,480,5.03,163,0.34,43.9,27.6,28.5
Atlántico Sur,Nueva Guinea,Zona 8,1254,227,5.52,57,0.25,17.6,20.1,62.3
Atlántico Sur,Nueva Guinea,Linda Vista,640,139,4.60,21,0.15,21.8,21,57.1
Atlántico Sur,Nueva Guinea,Colonia Talolinga,10104,1855,5.45,1413,0.76,12.4,27.1,60.4
Atlántico Sur,Nueva Guinea,Colonia Naciones Unidas,14841,2689,5.52,2245,0.83,7.8,22.9,69.3
Atlántico Sur,Nueva Guinea,Colonia Nueva Guinea,14233,2729,5.22,1569,0.57,18.6,28.1,53.3
Atlántico Sur,Nueva Guinea,Colonia La Unión,3705,639,5.80,627,0.98,7.1,21,71.9
Atlántico Sur,Nueva Guinea,Colonia La Fonseca,8759,1516,5.78,1386,0.91,6.7,21.5,71.8
Atlántico Sur,Nueva Guinea,TOTAL,66936,12419,5.39,7624,0.61,19.63468073,25.62241746,63.18822141
Atlántico Sur,Nueva Guinea,TOTAL RURAL,66936,12419,5.39,,0.00,19.63468073,25.62241746,63.18822141
Atlántico Sur,Paiwas,Benicio Herrera,419,79,5.30,22,0.28,32.1,25.9,42
Atlántico Sur,Paiwas,Carlos Fonseca,415,91,4.56,14,0.15,30.1,29,40.9
Atlántico Sur,Paiwas,Carmen Mendieta,72,14,5.14,9,0.64,21.4,21.4,57.1
Atlántico Sur,Paiwas,Miguel Ángel Padilla,116,19,6.11,6,0.32,20.8,16.7,62.5
Atlántico Sur,Paiwas,Sector I,3224,596,5.41,576,0.97,17.6,27.7,54.7
Atlántico Sur,Paiwas,Sector I,5806,1027,5.65,983,0.96,11.4,25.2,63.4
Atlántico Sur,Paiwas,Sector IV,2610,464,5.63,377,0.81,16.7,25.9,57.4
Atlántico Sur,Paiwas,Sector V,4999,760,6.58,746,0.98,6.8,16.2,77
Atlántico Sur,Paiwas,Sector VI,5527,824,6.71,811,0.98,4.5,15.8,79.7
Atlántico Sur,Paiwas,Sector VII,1285,224,5.74,215,0.96,9.8,21.4,68.8
Atlántico Sur,Paiwas,Sector VIII,7289,1263,5.77,1159,0.92,4.8,18.3,76.9
Atlántico Sur,Paiwas,TOTAL,31762,5361,5.92,4918,0.92,9.895467264,21.06825219,69.0360194
Atlántico Sur,Paiwas,TOTAL RURAL,30740,5158,5.96,4867,0.94,9.12753005,20.86950368,70.00296627
Atlántico Sur,El Rama,Villa Enap,351,68,5.16,14,0.21,8.6,32.9,58.6
Atlántico Sur,El Rama,Villa Mardesky,322,58,5.55,9,0.16,20.3,35.6,44.1
Atlántico Sur,El Rama,Villa Austria,515,88,5.85,36,0.41,12.5,27.9,59.6
Atlántico Sur,El Rama,German Pomares,3265,605,5.40,88,0.15,13.2,28.4,58.5
Atlántico Sur,El Rama,Central,2119,439,4.83,26,0.06,32.6,34.8,32.6
Atlántico Sur,El Rama,San Pedro,1681,335,5.02,23,0.07,11.9,35.6,52.5
Atlántico Sur,El Rama,La Primavera,1508,283,5.33,7,0.02,18.5,41.4,40.1
Atlántico Sur,El Rama,Kurinwacito,176,27,6.52,27,1.00,0,22.2,77.8
Atlántico Sur,El Rama,La Danta,875,133,6.58,130,0.98,5.3,25.6,69.2
Atlántico Sur,El Rama,La Toalla,399,62,6.44,61,0.98,6.6,23,70.5
Atlántico Sur,El Rama,San Rafael,235,33,7.12,33,1.00,0,8.8,91.2
Atlántico Sur,El Rama,El Guabo,143,30,4.77,22,0.73,6.7,23.3,70
Atlántico Sur,El Rama,Poza Redonda,499,88,5.67,88,1.00,9.1,14.8,76.1
Atlántico Sur,El Rama,Salto Grande,79,12,6.58,11,0.92,9.1,18.2,72.7
Atlántico Sur,El Rama,El Jobito,619,108,5.73,108,1.00,12,38.9,49.1
Atlántico Sur,El Rama,El Jobo,166,27,6.15,27,1.00,22.2,33.3,44.4
Atlántico Sur,El Rama,Pilan,349,56,6.23,56,1.00,5.4,14.3,80.4
Atlántico Sur,El Rama,Kilaika,275,50,5.50,48,0.96,4,28,68
Atlántico Sur,El Rama,Cerro Grande,845,139,6.08,135,0.97,5.1,21,73.9
Atlántico Sur,El Rama,Isla Grande,499,72,6.93,70,0.97,3.9,22.4,73.7
Atlántico Sur,El Rama,Mirasol,430,67,6.42,66,0.99,3,20.9,76.1
Atlántico Sur,El Rama,Bella Vista,826,130,6.35,127,0.98,5.4,19.2,75.4
Atlántico Sur,El Rama,La Piñuela,398,58,6.86,57,0.98,0,8.5,91.5
Atlántico Sur,El Rama,Ignacia,92,21,4.38,20,0.95,5,30,65
Atlántico Sur,El Rama,Caño Valentín,176,37,4.76,36,0.97,0,24.3,75.7
Atlántico Sur,El Rama,Cabecera de Valentín,237,38,6.24,38,1.00,0,23.1,76.9
Atlántico Sur,El Rama,El Toro,354,56,6.32,54,0.96,0,12.5,87.5
Atlántico Sur,El Rama,Nuevo Sauce,142,23,6.17,20,0.87,0,34.8,65.2
Atlántico Sur,El Rama,Salto de la Cruz,231,38,6.08,38,1.00,0,18.4,81.6
Atlántico Sur,El Rama,Pijibay,136,26,5.23,26,1.00,14.8,25.9,59.3
Atlántico Sur,El Rama,San Jerónimo,245,40,6.13,36,0.90,2.6,31.6,65.8
Atlántico Sur,El Rama,Wapí,1872,368,5.09,290,0.79,11.4,35.4,53.1
Atlántico Sur,El Rama,Correntada Larga,582,94,6.19,94,1.00,3.2,14.7,82.1
Atlántico Sur,El Rama,El Garrobo,119,20,5.95,19,0.95,0,10,90
Atlántico Sur,El Rama,Tutuwaka,1337,211,6.34,208,0.99,1.9,18.1,80
Atlántico Sur,El Rama,Musuwaka,345,65,5.31,63,0.97,7.6,33.3,59.1
Atlántico Sur,El Rama,El Limón,469,78,6.01,78,1.00,7.7,19.2,73.1
Atlántico Sur,El Rama,Montes de Oro,364,57,6.39,57,1.00,6.9,32.8,60.3
Atlántico Sur,El Rama,Minas de Kisilala,316,50,6.32,50,1.00,2,26,72
Atlántico Sur,El Rama,La Tigra,232,38,6.11,38,1.00,2.6,18.4,78.9
Atlántico Sur,El Rama,Caño de Adolfo,333,60,5.55,60,1.00,5,20,75
Atlántico Sur,El Rama,Monte Rosa,610,112,5.45,111,0.99,15.2,33.9,50.9
Atlántico Sur,El Rama,Aguas Calientes,415,76,5.46,76,1.00,7.9,32.9,59.2
Atlántico Sur,El Rama,Santa Rita,295,52,5.67,51,0.98,11.8,29.4,58.8
Atlántico Sur,El Rama,La Palma,295,110,2.68,50,0.45,2,14,84
Atlántico Sur,El Rama,Caño Wilson,343,65,5.28,65,1.00,3.1,23.1,73.8
Atlántico Sur,El Rama,La Raicilla,362,68,5.32,46,0.68,14.7,26.5,58.8
Atlántico Sur,El Rama,Mataka,297,58,5.12,53,0.91,5.7,39.6,54.7
Atlántico Sur,El Rama,Kisilala,79,16,4.94,16,1.00,6.3,37.5,56.3
Atlántico Sur,El Rama,Kisilala No 1,501,86,5.83,81,0.94,7.9,24.7,67.4
Atlántico Sur,El Rama,Kisilala No 2,631,119,5.30,119,1.00,10.1,32.8,57.1
Atlántico Sur,El Rama,Caño García,405,73,5.55,73,1.00,9.6,27.4,63
Atlántico Sur,El Rama,La Concha,595,124,4.80,114,0.92,5.3,33.3,61.4
Atlántico Sur,El Rama,Zaragoza,297,57,5.21,55,0.96,14.3,19.6,66.1
Atlántico Sur,El Rama,Muelle Real,263,45,5.84,45,1.00,11.1,26.7,62.2
Atlántico Sur,El Rama,Calderón,263,54,4.87,46,0.85,2.2,30.6,67.4
Atlántico Sur,El Rama,Cuatro Esquinas,114,22,5.18,21,0.95,0,9.5,90.5
Atlántico Sur,El Rama,El Areno,478,91,5.25,74,0.81,16.9,36,47.2
Atlántico Sur,El Rama,Colorado,353,83,4.25,82,0.99,17.1,32.9,50
Atlántico Sur,El Rama,Las Lapas,229,45,5.09,42,0.93,14,25.6,60.5
Atlántico Sur,El Rama,Chalmeca Arriba,157,31,5.06,29,0.94,16.1,38.7,45.2
Atlántico Sur,El Rama,Chalmeca Central,228,37,6.16,36,0.97,0,21.6,78.4
Atlántico Sur,El Rama,Chalmeca Abajo,221,45,4.91,45,1.00,15.6,31.1,53.3
Atlántico Sur,El Rama,San Ramón,169,47,3.60,33,0.70,0,14.3,85.7
Atlántico Sur,El Rama,Soncuán,261,47,5.55,44,0.94,6.8,18.2,75
Atlántico Sur,El Rama,La Sampopa,81,25,3.24,15,0.60,31.3,18.8,50
Atlántico Sur,El Rama,San Brown,433,77,5.62,74,0.96,2.6,11.8,85.5
Atlántico Sur,El Rama,Santa Rosa,819,168,4.88,67,0.40,20.5,37.3,42.2
Atlántico Sur,El Rama,Oscar Brenes,149,30,4.97,19,0.63,20,30,50
Atlántico Sur,El Rama,El Silencio,68,14,4.86,14,1.00,7.1,14.3,78.6
Atlántico Sur,El Rama,La Esperanza,3526,695,5.07,128,0.18,24.7,33.5,41.8
Atlántico Sur,El Rama,La Corona,309,66,4.68,48,0.73,22.7,42.4,34.8
Atlántico Sur,El Rama,Diamante Rojo,315,63,5.00,33,0.52,16.1,48.4,35.5
Atlántico Sur,El Rama,El Recreo,724,141,5.13,37,0.26,38.7,37.3,23.9
Atlántico Sur,El Rama,El Amparo,184,39,4.72,35,0.90,8.1,32.4,59.5
Atlántico Sur,El Rama,La Palmera,345,63,5.48,63,1.00,14.3,42.9,42.9
Atlántico Sur,El Rama,San Agustín,204,44,4.64,42,0.95,9.5,26.2,64.3
Atlántico Sur,El Rama,Pablo Úbeda,75,20,3.75,19,0.95,15.8,42.1,42.1
Atlántico Sur,El Rama,La Mosquítia,135,31,4.35,29,0.94,12.9,48.4,38.7
Atlántico Sur,El Rama,El Paraíso,263,42,6.26,42,1.00,9.5,19,71.4
Atlántico Sur,El Rama,Magnolia,371,70,5.30,70,1.00,8.6,27.1,64.3
Atlántico Sur,El Rama,El Banco,79,22,3.59,22,1.00,27.3,36.4,36.5
Atlántico Sur,El Rama,Maria Cristina,309,59,5.24,59,1.00,20.3,30.5,49.2
Atlántico Sur,El Rama,El Milán,144,24,6.00,24,1.00,4.2,20.8,75
Atlántico Sur,El Rama,Tutumbla,196,43,4.56,40,0.93,0,23.3,76.7
Atlántico Sur,El Rama,Pijibay,462,83,5.57,80,0.96,7.3,23.2,69.5
Atlántico Sur,El Rama,El Embudo,258,44,5.86,42,0.95,0,18.6,81.4
Atlántico Sur,El Rama,La Cieba,284,50,5.68,49,0.98,0,18.4,81.6
Atlántico Sur,El Rama,La Concha,280,53,5.28,52,0.98,15.1,28.3,56.6
Atlántico Sur,El Rama,El Castillo,303,65,4.66,64,0.98,25,42.2,32.8
Atlántico Sur,El Rama,Fruta de Pan,197,36,5.47,36,1.00,13.9,50,36.1
Atlántico Sur,El Rama,San Luís,48,13,3.69,13,1.00,23.1,61.5,15.4
Atlántico Sur,El Rama,El Pavón,515,96,5.36,94,0.98,13.7,27.4,58.9
Atlántico Sur,El Rama,El Delirio,127,35,3.63,28,0.80,3.6,25,71.4
Atlántico Sur,El Rama,Julio Buitrago,314,56,5.61,55,0.98,16.1,28.6,55.4
Atlántico Sur,El Rama,La Fortuna,383,80,4.79,79,0.99,1.3,22.8,75.9
Atlántico Sur,El Rama,Las Iguanas,566,123,4.60,121,0.98,23.6,37.4,39
Atlántico Sur,El Rama,El Palmar,209,43,4.86,43,1.00,2.3,16.3,81.4
Atlántico Sur,El Rama,Boca Azulita,194,42,4.62,41,0.98,2.3,20.9,76.7
Atlántico Sur,El Rama,Boca Azulita,75,15,5.00,14,0.93,0,7.1,92.9
Atlántico Sur,El Rama,El Murciélago,431,81,5.32,79,0.98,1.3,12.5,86.3
Atlántico Sur,El Rama,El Porvenir,266,53,5.02,48,0.91,16.3,32.7,51
Atlántico Sur,El Rama,Guadalupe,393,77,5.10,77,1.00,13,22.1,64.9
Atlántico Sur,El Rama,El Mobile,206,35,5.89,35,1.00,5.7,28.6,65.7
Atlántico Sur,El Rama,La Virgen,223,41,5.44,41,1.00,0,17.1,82.9
Atlántico Sur,El Rama,Guana Creek,111,18,6.17,18,1.00,5.6,11.1,83.3
Atlántico Sur,El Rama,El Carmen,179,26,6.88,26,1.00,0,0,100
Atlántico Sur,El Rama,Pueblo Nuevo,274,43,6.37,42,0.98,2.3,9.3,88.4
Atlántico Sur,El Rama,La Sardina,432,82,5.27,82,1.00,2.4,20.7,76.8
Atlántico Sur,El Rama,San Antonio del Pozol,452,77,5.87,68,0.88,0,7.2,92.8
Atlántico Sur,El Rama,San Jerónimo,180,44,4.09,44,1.00,9.1,25,65.9
Atlántico Sur,El Rama,Cedro Macho,227,50,4.54,35,0.70,11.3,56.6,32.1
Atlántico Sur,El Rama,Loma Linda,244,36,6.78,35,0.97,0,2.7,97.3
Atlántico Sur,El Rama,La Virgen,515,80,6.44,79,0.99,0,16.7,83.3
Atlántico Sur,El Rama,El Diamante,340,54,6.30,51,0.94,0,9.4,90.6
Atlántico Sur,El Rama,El Coloradito,327,52,6.29,50,0.96,1.9,19.2,78.8
Atlántico Sur,El Rama,San Rita de los Peñones,448,77,5.82,70,0.91,1.3,20.5,78.2
Atlántico Sur,El Rama,Boquita de Silva,370,72,5.14,67,0.93,0,20.8,79.2
Atlántico Sur,El Rama,Boquita de Silva No 2,210,37,5.68,34,0.92,5.6,16.7,77.8
Atlántico Sur,El Rama,San Francisco,909,165,5.51,158,0.96,25,33.5,41.5
Atlántico Sur,El Rama,El Coco No 1,134,26,5.15,26,1.00,0,12,88
Atlántico Sur,El Rama,El Coco No 2,130,25,5.20,25,1.00,0,30.8,69.2
Atlántico Sur,El Rama,Villa Nueva,233,45,5.18,45,1.00,0,26.7,73.3
Atlántico Sur,El Rama,Rubén Darío,228,69,3.30,38,0.55,0,0,100
Atlántico Sur,El Rama,Camilo Ortega,59,9,6.56,9,1.00,0,11.1,88.9
Atlántico Sur,El Rama,TOTAL,52482,9795,5.36,6874,0.70,11.83015824,27.90221542,60.2732925
Atlántico Sur,El Rama,TOTAL RURAL,42721,7919,5.39,6671,0.84,10.29104685,26.57451698,63.13294608
Boaco,Boaco,San Nicolás,881,177,4.98,38,0.21,2.8,25,72.2
Boaco,Boaco,Jorge Smith,456,92,4.96,37,0.40,19.4,20.4,60.2
Boaco,Boaco,Puerto Cabezas,851,172,4.95,35,0.20,10.1,27.4,62.6
Boaco,Boaco,Providencia,1011,210,4.81,10,0.05,45.2,34.4,20.4
Boaco,Boaco,San Mighel,2296,484,4.74,38,0.08,43,31.3,25.7
Boaco,Boaco,Buenos Aires,784,172,4.56,15,0.09,51.7,33.1,15.1
Boaco,Boaco,Olama,585,168,3.48,0,0.00,90.2,8.5,1.3
Boaco,Boaco,La Quebrada,671,148,1.57,9,0.06,56.8,20,23.2
Boaco,Boaco,Jorge Martínez,858,185,1.23,11,0.06,39.2,33.3,27.5
Boaco,Boaco,Tierra Blanca,1547,305,0.19,12,0.04,46,25.6,28.4
Boaco,Boaco,Modesto Duarte,1447,319,4.54,1,0.00,64.4,28.1,7.6
Boaco,Boaco,Barrio Nuevo,1310,261,5.02,3,0.01,62.1,23.8,14.2
Boaco,Boaco,San Francisco,412,78,5.28,9,0.12,37.6,38.8,23.5
Boaco,Boaco,La Planta,714,165,4.33,4,0.02,62.6,26.4,11
Boaco,Boaco,El Naranjal,217,43,5.05,9,0.21,20.5,31.8,47.7
Boaco,Boaco,Santa Isabel,1895,379,5.00,9,0.02,50,33.9,16.1
Boaco,Boaco,San Pedro,741,142,5.22,41,0.29,10.2,16.3,73.5
Boaco,Boaco,El Socorro,391,96,4.07,1,0.01,44.4,42.4,13.1
Boaco,Boaco,La Bombilla,1067,230,4.64,44,0.19,30,24.9,45.1
Boaco,Boaco,Paso de la Lajas,178,35,5.09,22,0.63,0,8.6,91.4
Boaco,Boaco,La Cruz Verde,764,154,4.96,17,0.11,14.3,25.3,60.4
Boaco,Boaco,Anexo Tierra Blanca,650,126,5.16,28,0.22,26.5,33.3,40.2
Boaco,Boaco,Anexo San Francisco,426,82,5.20,1,0.01,43.8,41.3,15
Boaco,Boaco,Anexo La Bombilla,253,58,4.36,13,0.22,30,28.3,41.7
Boaco,Boaco,Tierra Azul,1096,232,4.72,109,0.47,34.5,34.5,31
Boaco,Boaco,Las Maderas,573,89,6.44,84,0.94,9,19.1,71.9
Boaco,Boaco,Tabacal Sur,651,116,5.61,105,0.91,22.3,41.3,36.4
Boaco,Boaco,Tabacal Norte,348,66,5.27,63,0.95,4,34,62
Boaco,Boaco,El Trapichito,272,48,5.67,47,0.98,14.7,22.1,63.2
Boaco,Boaco,La Reforma,307,58,5.29,57,0.98,10.3,20.7,69
Boaco,Boaco,San Fernando,255,47,5.43,46,0.98,12.8,8.5,78.7
Boaco,Boaco,San José de la Vega,239,49,4.88,48,0.98,12.2,34.7,53.1
Boaco,Boaco,La Gloria,164,30,5.47,27,0.90,12.9,19.4,67.7
Boaco,Boaco,Santa Elisa,620,117,5.30,81,0.69,16,29.4,54.6
Boaco,Boaco,Baguas No.2,1095,212,5.17,173,0.82,7.5,25.9,66.5
Boaco,Boaco,Wiswas No.1,276,47,5.87,47,1.00,14.9,17,68.1
Boaco,Boaco,Wiswas No.2,86,15,5.73,15,1.00,0,6.7,93.3
Boaco,Boaco,El Capitán No.1,675,131,5.15,131,1.00,1.5,28.6,69.9
Boaco,Boaco,El Capitán No.2,144,27,5.33,27,1.00,14.8,29.6,55.6
Boaco,Boaco,El Bejuco,236,46,5.13,46,1.00,17.4,23.9,58.7
Boaco,Boaco,Filas Verdes,346,72,4.81,72,1.00,8.3,25,66.7
Boaco,Boaco,Taswas,390,82,4.76,77,0.94,17.3,19.8,63
Boaco,Boaco,San José del Portón,427,81,5.27,78,0.96,1.2,19.8,79
Boaco,Boaco,El Portón,403,78,5.17,44,0.56,28.2,20.5,51.3
Boaco,Boaco,El Silencio,205,37,5.54,37,1.00,2.7,13.5,83.8
Boaco,Boaco,Río Negro ,770,162,4.75,138,0.85,12.9,33.1,54
Boaco,Boaco,Las Brisas de la Corona,878,167,5.26,144,0.86,10.1,29.6,60.4
Boaco,Boaco,El Jabillo,377,66,5.71,57,0.86,5.7,27.1,67.1
Boaco,Boaco,Caño Blanco,214,36,5.94,27,0.75,10.8,13.5,75.7
Boaco,Boaco,El Espabel,214,35,6.11,27,0.77,8.6,8.6,82.9
Boaco,Boaco,La Tablazón,725,129,5.62,126,0.98,4.7,30.2,65.1
Boaco,Boaco,El Congo,570,117,4.87,80,0.68,25.4,36.4,38.1
Boaco,Boaco,San Isidro,1361,250,5.44,199,0.80,12.4,26.3,61.4
Boaco,Boaco,El Paraíso,633,124,5.10,78,0.63,23.4,32.3,44.4
Boaco,Boaco,San Andrés Alto,171,33,5.18,26,0.79,8.8,26.5,64.7
Boaco,Boaco,San Andrés Bajo,348,66,5.27,49,0.74,19.7,21.2,59.1
Boaco,Boaco,San Buena Ventura,1285,237,5.42,170,0.72,21.6,30.7,47.7
Boaco,Boaco,Alto de San Buena Ventura,239,51,4.69,48,0.94,15.7,35.3,49
Boaco,Boaco,Las Mercedes,86,19,4.53,19,1.00,10.5,47.4,42.1
Boaco,Boaco,Saguatepe,555,119,4.66,85,0.71,15.8,42.5,41.7
Boaco,Boaco,San Juan No.1,150,34,4.41,17,0.50,15.2,36.4,48.5
Boaco,Boaco,San Juan No.2,563,108,5.21,69,0.64,15.5,26.4,58.2
Boaco,Boaco,Rodeo No.1,342,67,5.10,61,0.91,10.3,33.8,55.9
Boaco,Boaco,Rodeo No.2,358,71,5.04,66,0.93,12.7,35.2,52.1
Boaco,Boaco,Santa Rosa de Sacal,682,140,4.87,100,0.71,7.6,34.5,57.9
Boaco,Boaco,Yula Sacal,147,29,5.07,21,0.72,31,34.5,34.5
Boaco,Boaco,San José de Sacal,169,30,5.63,23,0.77,16.7,20,63.3
Boaco,Boaco,Peña Cafen,296,55,5.38,45,0.82,21.8,36.4,41.8
Boaco,Boaco,Salgado,661,109,6.06,102,0.94,1.8,20.2,78
Boaco,Boaco,Las Lajas,209,40,5.23,27,0.68,10,37.5,52.5
Boaco,Boaco,La Reyna,539,88,6.13,83,0.94,4.5,27.3,68.2
Boaco,Boaco,La Corona de Boaco Viejo,353,50,7.06,47,0.94,2,16,82
Boaco,Boaco,Lomas de Cafen,485,76,6.38,74,0.97,6.6,35.5,57.9
Boaco,Boaco,Tule Oriental,539,86,6.27,83,0.97,2.3,23.3,74.4
Boaco,Boaco,Tule Central,704,142,4.96,120,0.85,24.2,28.2,47.6
Boaco,Boaco,Cerro Cuape,556,118,4.71,61,0.52,16.9,36.4,46.8
Boaco,Boaco,Cerro Largo,364,74,4.92,66,0.89,31.1,31.1,37.7
Boaco,Boaco,La Laguna,336,62,5.42,60,0.97,22.2,28.6,49.2
Boaco,Boaco,Las Pitas,332,59,5.63,47,0.80,7.1,29.1,63.8
Boaco,Boaco,Boaco Viejo,1251,257,4.87,211,0.82,16,33.1,51
Boaco,Boaco,Tierra Amarilla,194,31,6.26,30,0.97,16.1,22.6,61.3
Boaco,Boaco,Guirruca,346,71,4.87,69,0.97,14.3,30,55.7
Boaco,Boaco,Las Cañas,107,22,4.86,22,1.00,13.6,27.3,59.1
Boaco,Boaco,El Quebrachito,319,56,5.70,51,0.91,7.1,23.2,69.6
Boaco,Boaco,El Aguacate,219,39,5.62,30,0.77,12.8,33.3,53.8
Boaco,Boaco,La Pita,106,20,5.30,6,0.30,15,40,45
Boaco,Boaco,San José de las Torres,178,36,4.94,33,0.92,31.4,34.3,34.3
Boaco,Boaco,Las Torres,395,74,5.34,66,0.89,17.6,28.4,54.1
Boaco,Boaco,Mombachito,576,102,5.65,100,0.98,3.9,29.1,67
Boaco,Boaco,Santa Inés,649,101,6.43,99,0.98,16.2,29.7,54.1
Boaco,Boaco,Buena Vista,75,15,5.00,15,1.00,6.7,20,73.3
Boaco,Boaco,TOTAL,49839,9834,5.07,4998,0.51,26.47631686,27.43435147,44.97416107
Boaco,Boaco,TOTAL RURAL,29434,5553,5.30,4591,0.83,14.22357284,29.01660364,56.77215919
Boaco,Camoapa,San Martin,2588,504,5.13,58,0.12,36.1,28.5,35.4
Boaco,Camoapa,Nuevo Amanecer,401,80,5.01,34,0.43,2.5,11.4,86.1
Boaco,Camoapa,Ramón Obando,1030,191,5.39,5,0.03,57.3,29.6,13.1
Boaco,Camoapa,Francisco Álvarez,992,200,4.96,6,0.03,52.8,30.1,17.1
Boaco,Camoapa,Concepción,2465,491,5.02,78,0.16,31.3,36,32.7
Boaco,Camoapa,José Dolores,827,148,5.59,43,0.29,23.4,30.5,46.1
Boaco,Camoapa,Barrio 380,398,62,6.42,32,0.52,11.3,22.5,66.2
Boaco,Camoapa,Rigoberto López Pérez,865,158,5.47,16,0.10,35.9,28.8,35.3
Boaco,Camoapa,Pancasan,1036,186,5.57,33,0.18,28.9,35.8,35.3
Boaco,Camoapa,El Carmen,848,181,4.69,3,0.02,58.2,33.3,8.5
Boaco,Camoapa,Pedro Joaquín Chamorro,2545,504,5.05,79,0.16,29.4,32.5,38.2
Boaco,Camoapa,Platanar Norte,960,179,5.36,174,0.97,16.3,26.4,57.3
Boaco,Camoapa,Platanar Sur,961,147,6.54,145,0.99,7.3,22.9,69.8
Boaco,Camoapa,El Guayabo,592,98,6.04,95,0.97,2.7,23.1,74.2
Boaco,Camoapa,Montes Verdes,1056,180,5.87,175,0.97,6.9,26.9,66.2
Boaco,Camoapa,Quisaura,820,131,6.26,129,0.98,7.6,16.7,75.8
Boaco,Camoapa,El Castillo,367,70,5.24,62,0.89,11.3,21,67.7
Boaco,Camoapa,Tawa Arriba,273,47,5.81,40,0.85,9.8,26.8,63.4
Boaco,Camoapa,El Pedernal,176,26,6.77,25,0.96,11.5,30.8,57.7
Boaco,Camoapa,Quisaurita,736,117,6.29,113,0.97,8.7,30.4,60.9
Boaco,Camoapa,El Sahino,392,65,6.03,65,1.00,1.5,26.2,72.3
Boaco,Camoapa,La Embajada,489,89,5.49,87,0.98,8,33,59.1
Boaco,Camoapa,El Corozo,660,101,6.53,101,1.00,4,20.8,75.2
Boaco,Camoapa,Bisagüita,614,105,5.85,104,0.99,12.4,20,67.6
Boaco,Camoapa,Masigüe,448,76,5.89,76,1.00,11.8,34.2,53.9
Boaco,Camoapa,Yalwas,500,86,5.81,81,0.94,2.4,26.2,71.4
Boaco,Camoapa,Masigüito,682,113,6.04,113,1.00,15.8,33.3,50.9
Boaco,Camoapa,La Calamidad,536,89,6.02,87,0.98,22.2,43.3,34.4
Boaco,Camoapa,Arenitas,1165,200,5.83,194,0.97,7.5,31.2,61.3
Boaco,Camoapa,San Antonio,359,59,6.08,58,0.98,11.9,35.6,52.5
Boaco,Camoapa,Sabalar Abajo,139,26,5.35,26,1.00,15.4,26.9,57.7
Boaco,Camoapa,Amores Del Sol,161,26,6.19,26,1.00,15.4,30.8,53.8
Boaco,Camoapa,Arenas,489,100,4.89,87,0.87,5.6,21.1,73.3
Boaco,Camoapa,Bijagüa,262,45,5.82,42,0.93,15.9,40.9,43.2
Boaco,Camoapa,Zuma,139,20,6.95,20,1.00,20,20,60
Boaco,Camoapa,Tierra Blanca,111,24,4.63,24,1.00,16.7,33.3,50
Boaco,Camoapa,Las Lajas,172,32,5.38,25,0.78,16.1,35.5,48.4
Boaco,Camoapa,Salgado No. 1,341,57,5.98,50,0.88,8.6,37.9,53.4
