department,municipality,community,population,occupied_hh,average_hh,hh_unelectrified,percent_unelectrified,percent_n_poor,percent_poor,percent_v_poor
Estelí,Estelí,Justo Flores,374,80,4.68,2,0.03,60.7,25.8,13.5
Estelí,Estelí,Santa Elena,246,57,4.32,4,0.07,65.5,25.9,8.6
Estelí,Estelí,Urbanización Santa Fe,7,2,3.50,1,0.50,0,0,100
Estelí,Estelí,El Regadío,1695,395,4.29,150,0.38,34.8,32.8,32.5
Estelí,Estelí,Santa Adelaida,447,101,4.43,81,0.80,17.5,48.5,34
Estelí,Estelí,Puertas Azules,1873,384,4.88,384,1.00,22.3,35.1,42.6
Estelí,Estelí,El Robledal,559,108,5.18,107,0.99,4.6,29.6,65.7
Estelí,Estelí,El Coyolito,1588,345,4.60,332,0.96,24.4,43.8,31.7
Estelí,Estelí,La Sirena,1316,263,5.00,70,0.27,34.6,28.1,37.3
Estelí,Estelí,La Montañita,1513,359,4.21,228,0.64,9.6,36.1,54.3
Estelí,Estelí,San Pedro,2091,432,4.84,135,0.31,39.9,32.2,27.9
Estelí,Estelí,Isiquí,1617,317,5.10,309,0.97,18.9,33.7,47.4
Estelí,Estelí,El Espinal,1514,285,5.31,181,0.64,29.6,41.1,29.3
Estelí,Estelí,Santa Cruz,3386,661,5.12,62,0.09,41.1,39,19.9
Estelí,Estelí,El Naranjo,1521,329,4.62,128,0.39,48.7,36.5,14.8
Estelí,Estelí,El Estanzuela,1317,286,4.60,226,0.79,41.4,42.7,16
Estelí,Estelí,La Tunosa,873,170,5.14,128,0.75,16.1,42,42
Estelí,Estelí,San Roque,480,108,4.44,70,0.65,9.3,39.3,51.4
Estelí,Estelí,Total,112184,21806,5.14,3651,0.17,,,
Estelí,Estelí,Total Rural,21790,4543,4.80,2591,0.57,,,
Estelí,La Trinidad,San Antonio,1515,325,4.66,3,0.01,61.8,31.9,6.3
Estelí,La Trinidad,Alcides Jiménez,488,99,4.93,10,0.10,33.6,37.2,29.2
